code,L0コード,L0科目,L1コード,L1科目,L2コード,L2科目,L3コード,L3科目,L4コード,L4科目,L5コード,L5科目,表示レベル,is_leaf,is_total,頻出追加科目,合算定義
CF-01-01-010-003-000,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,003,その他の事業収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-010-003-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-010-003-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-010-003-003""}]"
CF-01-01-010-003-001,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,003,その他の事業収入,001,管理費収入,6,1,0,0,
CF-01-01-010-003-002,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,003,その他の事業収入,002,その他の利用料収入,6,1,0,0,
CF-01-01-010-003-003,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,003,その他の事業収入,003,その他の事業収入,6,1,0,0,
CF-01-01-011-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,011,児童福祉事業収入,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-011-001-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-011-002-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-011-003-000""}]"
CF-01-01-011-001-000,CF,資金収支計算書,01,事業活動による収支,01,収入,011,児童福祉事業収入,001,措置費収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-011-001-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-011-001-002""}]"
CF-01-01-011-001-001,CF,資金収支計算書,01,事業活動による収支,01,収入,011,児童福祉事業収入,001,措置費収入,001,事務費収入,6,1,0,0,
CF-01-01-011-001-002,CF,資金収支計算書,01,事業活動による収支,01,収入,011,児童福祉事業収入,001,措置費収入,002,事業費収入,6,1,0,0,
CF-01-01-011-002-000,CF,資金収支計算書,01,事業活動による収支,01,収入,011,児童福祉事業収入,002,私的契約利用料収入,000,,5,1,0,0,
CF-01-01-011-003-000,CF,資金収支計算書,01,事業活動による収支,01,収入,011,児童福祉事業収入,003,その他の事業収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-011-003-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-011-003-004""}, {""sign"": ""+"", ""code"": ""CF-01-01-011-003-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-011-003-005""}, {""sign"": ""+"", ""code"": ""CF-01-01-011-003-003""}]"
CF-01-01-011-003-001,CF,資金収支計算書,01,事業活動による収支,01,収入,011,児童福祉事業収入,003,その他の事業収入,001,補助金事業収入（公費）,6,1,0,0,
CF-01-01-011-003-004,CF,資金収支計算書,01,事業活動による収支,01,収入,011,児童福祉事業収入,003,その他の事業収入,004,補助金事業収入（一般）,6,1,0,0,
CF-01-01-011-003-091,CF,資金収支計算書,01,事業活動による収支,01,収入,011,児童福祉事業収入,003,その他の事業収入,091,補助金事業収入,6,1,0,1,
CF-01-01-011-003-002,CF,資金収支計算書,01,事業活動による収支,01,収入,011,児童福祉事業収入,003,その他の事業収入,002,受託事業収入（公費）,6,1,0,0,
CF-01-01-011-003-005,CF,資金収支計算書,01,事業活動による収支,01,収入,011,児童福祉事業収入,003,その他の事業収入,005,受託事業収入（一般）,6,1,0,0,
CF-01-01-011-003-092,CF,資金収支計算書,01,事業活動による収支,01,収入,011,児童福祉事業収入,003,その他の事業収入,092,受託事業収入,6,1,0,1,
CF-01-01-011-003-003,CF,資金収支計算書,01,事業活動による収支,01,収入,011,児童福祉事業収入,003,その他の事業収入,003,その他の事業収入,6,1,0,0,
CF-01-01-012-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-012-001-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-002-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-003-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-004-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-005-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-006-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-007-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-008-000""}]"
CF-01-01-012-001-000,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,001,施設型給付費収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-012-001-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-001-002""}]"
CF-01-01-012-001-001,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,001,施設型給付費収入,001,施設型給付費収入,6,1,0,0,
CF-01-01-012-001-002,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,001,施設型給付費収入,002,利用者負担金収入,6,1,0,0,
CF-01-01-012-002-000,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,002,特例施設型給付費収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-012-002-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-002-002""}]"
CF-01-01-012-002-001,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,002,特例施設型給付費収入,001,特例施設型給付費収入,6,1,0,0,
CF-01-01-012-002-002,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,002,特例施設型給付費収入,002,利用者負担金収入,6,1,0,0,
CF-01-01-012-003-000,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,003,地域型保育給付費収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-012-003-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-003-002""}]"
CF-01-01-012-003-001,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,003,地域型保育給付費収入,001,地域型保育給付費収入,6,1,0,0,
CF-01-01-012-003-002,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,003,地域型保育給付費収入,002,利用者負担金収入,6,1,0,0,
CF-01-01-012-004-000,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,004,特例地域型保育給付費収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-012-004-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-004-002""}]"
CF-01-01-012-004-001,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,004,特例地域型保育給付費収入,001,特例地域型保育給付費収入,6,1,0,0,
CF-01-01-012-004-002,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,004,特例地域型保育給付費収入,002,利用者負担金収入,6,1,0,0,
CF-01-01-012-005-000,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,005,委託費収入,000,,5,1,0,0,
CF-01-01-012-006-000,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,006,利用者等利用料収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-012-006-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-006-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-006-003""}]"
CF-01-01-012-006-001,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,006,利用者等利用料収入,001,利用者等利用料収入（公費）,6,1,0,0,
CF-01-01-012-006-002,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,006,利用者等利用料収入,002,利用者等利用料収入（一般）,6,1,0,0,
CF-01-01-012-006-091,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,006,利用者等利用料収入,091,利用者等利用料収入,6,1,0,1,
CF-01-01-012-006-003,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,006,利用者等利用料収入,003,その他の利用料収入,6,1,0,0,
CF-01-01-012-007-000,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,007,私的契約利用料収入,000,,5,1,0,0,
CF-01-01-012-008-000,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,008,その他の事業収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-012-008-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-008-004""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-008-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-008-005""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-008-003""}]"
CF-01-01-012-008-001,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,008,その他の事業収入,001,補助金事業収入（公費）,6,1,0,0,
CF-01-01-012-008-004,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,008,その他の事業収入,004,補助金事業収入（一般）,6,1,0,0,
CF-01-01-012-008-091,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,008,その他の事業収入,091,補助金事業収入,6,1,0,1,
CF-01-01-012-008-002,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,008,その他の事業収入,002,受託事業収入（公費）,6,1,0,0,
CF-01-01-012-008-005,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,008,その他の事業収入,005,受託事業収入（一般）,6,1,0,0,
CF-01-01-012-008-092,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,008,その他の事業収入,092,受託事業収入,6,1,0,1,
CF-01-01-012-008-003,CF,資金収支計算書,01,事業活動による収支,01,収入,012,保育事業収入,008,その他の事業収入,003,その他の事業収入,6,1,0,0,
CF-01-01-013-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,013,就労支援事業収入,000,,000,,4,1,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-013-001-000""}]"
CF-01-01-013-001-000,CF,資金収支計算書,01,事業活動による収支,01,収入,013,就労支援事業収入,001,（何）事業収入,000,,5,0,0,0,
CF-01-01-014-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-014-001-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-002-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-003-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-004-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-005-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-006-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-007-000""}]"
CF-01-01-014-001-000,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,001,自立支援給付費収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-014-001-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-001-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-001-003""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-001-004""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-001-005""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-001-006""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-001-007""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-001-008""}]"
CF-01-01-014-001-001,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,001,自立支援給付費収入,001,介護給付費収入,6,1,0,0,
CF-01-01-014-001-002,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,001,自立支援給付費収入,002,特例介護給付費収入,6,1,0,0,
CF-01-01-014-001-003,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,001,自立支援給付費収入,003,訓練等給付費収入,6,1,0,0,
CF-01-01-014-001-004,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,001,自立支援給付費収入,004,特例訓練等給付費収入,6,1,0,0,
CF-01-01-014-001-005,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,001,自立支援給付費収入,005,地域相談支援給付費収入,6,1,0,0,
CF-01-01-014-001-006,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,001,自立支援給付費収入,006,特例地域相談支援給付費収入,6,1,0,0,
CF-01-01-014-001-007,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,001,自立支援給付費収入,007,計画相談支援給付費収入,6,1,0,0,
CF-01-01-014-001-008,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,001,自立支援給付費収入,008,特例計画相談支援給付費収入,6,1,0,0,
CF-01-01-014-002-000,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,002,障害児施設給付費収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-014-002-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-002-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-002-003""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-002-004""}]"
CF-01-01-014-002-001,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,002,障害児施設給付費収入,001,障害児通所給付費収入,6,1,0,0,
CF-01-01-014-002-002,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,002,障害児施設給付費収入,002,障害児入所給付費収入,6,1,0,0,
CF-01-01-014-002-003,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,002,障害児施設給付費収入,003,障害児相談支援給付費収入,6,1,0,0,
CF-01-01-014-002-004,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,002,障害児施設給付費収入,004,特例障害児相談支援給付費収入,6,1,0,0,
CF-01-01-014-003-000,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,003,利用者負担金収入,000,,5,1,0,0,
CF-01-01-014-004-000,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,004,補足給付費収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-014-004-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-004-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-004-003""}]"
CF-01-01-014-004-001,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,004,補足給付費収入,001,特定障害者特別給付費収入,6,1,0,0,
CF-01-01-014-004-002,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,004,補足給付費収入,002,特例特定障害者特別給付費収入,6,1,0,0,
CF-01-01-014-004-003,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,004,補足給付費収入,003,特定入所障害児食費等給付費収入,6,1,0,0,
CF-01-01-014-005-000,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,005,特定費用収入,000,,5,1,0,0,
CF-01-01-014-006-000,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,006,その他の事業収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-014-006-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-006-004""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-006-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-006-005""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-006-003""}]"
CF-01-01-014-006-001,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,006,その他の事業収入,001,補助金事業収入（公費）,6,1,0,0,
CF-01-01-014-006-004,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,006,その他の事業収入,004,補助金事業収入（一般）,6,1,0,0,
CF-01-01-014-006-091,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,006,その他の事業収入,091,補助金事業収入,6,1,0,1,
CF-01-01-014-006-002,CF,資金収支計算書,01,事業活動による収支,01,収入,014,障害福祉サービス等事業収入,006,その他の事業収入,002,受託事業収入（公費）,6,1,0,0,
